no2,co,so2,o3,pm10,pm25
1.57,0.0659,0.39,28.34,23.74,16.53
1.4,0.0627,0.4,28.52,18.64,13.04
1.35,0.06,0.22,29.48,12.24,8.6
1.13,0.0589,0.29,29.15,16.86,11.7
1.3,0.0546,0.31,27.4,18.04,12.58
1.47,0.0594,0.19,28.41,10.81,7.62
1.43,0.0607,0.26,28.33,12.63,8.87
1.34,0.0611,0.23,28.56,13.49,9.53
1.49,0.0619,0.37,28.59,22.54,16.01
1.66,0.0611,0.2,28.46,21.97,15.57
1.67,0.0567,0.22,28.53,27.57,19.27
1.43,0.0595,0.24,28.75,28.44,19.7
1.69,0.0579,0.18,28.87,30.62,21.33
1.68,0.0537,0.17,28.34,21.83,15.25
1.6,0.0528,0.2,28.74,10.66,7.5
1.21,0.0536,0.28,28.61,14.99,10.43
1.71,0.0558,0.31,27.54,15.69,11.0
1.41,0.0517,0.16,26.88,15.89,11.06
1.71,0.0523,0.19,26.3,16.01,11.17
1.57,0.0536,0.3,26.43,26.36,18.05
1.32,0.0551,0.45,26.53,17.53,12.08
1.52,0.0518,0.19,26.41,18.2,12.64
1.59,0.0541,0.29,26.25,30.66,21.19
1.69,0.052,0.24,26.63,22.69,15.69
1.59,0.0512,0.19,26.84,17.33,12.06
1.26,0.0513,0.18,26.48,13.61,9.52
1.35,0.052,0.2,26.54,13.64,9.5
1.48,0.0536,0.2,26.61,13.6,9.46
1.35,0.0557,0.4,26.5,16.61,11.48
1.44,0.0566,0.3,26.43,26.06,18.03
1.71,0.0556,0.2,26.42,19.23,13.51
2.05,0.0576,0.22,26.51,25.09,17.7
2.08,0.0569,0.23,26.68,27.67,19.59
2.24,0.0571,0.39,26.61,40.48,28.58
1.88,0.0542,0.32,26.49,22.42,15.83
1.67,0.0551,0.28,26.59,22.62,15.86
1.34,0.0585,0.2,26.66,27.31,19.06
1.69,0.058,0.17,26.89,17.77,12.49
2.1,0.0614,0.25,26.87,15.19,10.73
1.62,0.0539,0.21,27.08,17.13,12.06
2.24,0.0526,0.17,26.65,26.51,18.51
1.89,0.0523,0.22,26.81,20.73,14.48
1.57,0.0524,0.21,27.06,31.97,21.88
1.73,0.0559,0.26,27.0,23.75,16.48
1.77,0.0613,0.25,26.89,28.43,19.86
1.87,0.061,0.18,27.23,27.67,19.47
1.65,0.0603,0.13,26.91,17.62,12.42
1.9,0.059,0.18,27.05,19.61,13.81
1.64,0.0638,0.25,26.59,20.13,14.14
1.72,0.0644,0.29,27.09,27.8,19.69
1.51,0.0606,0.41,28.33,15.89,11.31
1.51,0.0591,0.38,29.33,13.94,9.87
1.46,0.0592,0.51,29.6,19.84,13.84
1.47,0.0596,0.3,28.54,19.46,13.36
1.65,0.0583,0.28,27.04,19.39,13.28
1.55,0.0611,0.5,27.16,21.1,14.5
1.52,0.061,0.48,26.86,17.69,12.21
1.45,0.06,0.33,27.38,16.84,11.43
1.52,0.059,0.33,27.46,23.46,15.8
1.78,0.0588,0.33,27.33,20.84,14.39
1.34,0.061,0.25,26.53,21.09,14.52
1.61,0.0649,0.18,26.38,16.96,11.92
1.55,0.0627,0.19,26.67,15.32,10.83
1.73,0.0603,0.18,27.54,26.78,18.76
1.75,0.063,0.22,28.47,17.83,12.56
1.67,0.0663,0.17,29.19,13.57,9.57
1.8,0.0638,0.19,28.16,19.35,13.62
1.71,0.0652,0.23,29.34,20.18,14.22
1.8,0.065,0.24,30.58,19.87,14.06
1.64,0.0634,0.22,29.08,20.88,14.83
1.68,0.0586,0.21,27.17,18.86,13.38
1.77,0.0553,0.23,26.98,20.85,14.62
1.5,0.0574,0.32,27.08,21.58,14.85
1.44,0.061,0.46,27.51,17.86,12.2
1.62,0.0611,0.44,27.79,22.56,15.55
1.47,0.0624,0.22,28.49,14.97,10.43
1.51,0.0624,0.2,28.98,15.03,10.53
1.64,0.0638,0.19,29.1,25.22,17.61
1.61,0.0611,0.14,29.7,18.67,13.05
1.28,0.0677,0.13,29.61,14.02,9.71
1.28,0.063,0.16,28.67,16.61,11.45
1.66,0.0679,0.23,27.57,24.26,17.15
2.18,0.0634,0.18,26.6,27.2,19.33
2.0,0.0727,0.46,27.08,35.86,25.44
1.65,0.0766,0.39,28.38,30.51,21.48
1.61,0.0707,0.32,29.12,19.94,14.0
1.74,0.0616,0.43,29.03,26.53,18.25
1.52,0.0647,0.38,31.1,20.22,13.88
1.87,0.0656,0.5,32.0,27.82,19.13
1.78,0.0661,0.49,33.56,28.22,19.35
1.73,0.0711,0.48,32.91,19.34,13.39
1.69,0.0641,0.43,32.74,22.5,15.49
1.46,0.06,0.35,31.14,19.93,13.5
1.39,0.0606,0.38,28.57,18.55,12.49
1.58,0.0602,0.43,28.32,19.34,12.94
1.63,0.0634,0.46,28.69,20.31,13.49
1.79,0.0624,0.39,31.89,26.99,18.38
1.79,0.0672,0.57,31.1,32.16,21.85
1.75,0.0647,0.4,31.39,26.57,17.88
1.62,0.0593,0.36,28.13,22.52,15.3
1.59,0.0613,0.37,27.46,16.58,11.4
1.91,0.0645,0.42,27.9,26.26,18.22
2.17,0.0672,0.61,28.25,26.49,18.49
1.64,0.0659,0.81,27.71,21.35,14.87
1.76,0.0661,0.57,27.15,19.27,13.18
1.99,0.0684,0.45,27.61,22.24,15.34
2.01,0.0589,0.29,29.06,27.15,18.63
1.75,0.058,0.24,26.92,20.83,14.49
2.07,0.0631,0.66,26.58,21.91,15.19
2.07,0.0699,0.43,31.56,21.55,14.9
1.88,0.0699,0.38,35.89,25.8,17.85
1.61,0.0656,0.41,34.84,17.7,11.95
1.56,0.0689,0.45,32.59,23.44,15.41
1.37,0.0631,0.4,33.09,18.4,12.1
1.67,0.0672,0.53,31.91,19.47,12.92
2.24,0.0696,0.52,32.92,23.37,15.69
2.45,0.0684,0.42,34.61,24.21,16.39
2.0,0.0705,0.51,34.85,25.55,17.01
2.17,0.0763,0.45,36.02,23.67,15.96
1.94,0.0788,0.49,37.06,18.86,12.78
1.98,0.0767,0.44,36.95,25.08,17.29
1.9,0.0758,0.28,35.35,21.8,15.23
1.95,0.0715,0.17,33.79,20.89,14.67
2.29,0.0713,0.24,33.92,18.2,12.84
2.17,0.072,0.45,32.66,22.13,15.54
1.71,0.0721,0.54,31.43,21.22,14.87
1.59,0.0702,0.51,30.2,22.23,15.39
1.68,0.067,0.38,30.56,23.71,15.86
2.12,0.068,0.38,32.86,21.13,14.04
2.14,0.0682,0.4,33.27,28.26,18.46
1.64,0.0736,0.38,34.32,20.63,13.78
1.78,0.066,0.37,34.8,20.71,13.86
1.97,0.072,0.3,33.09,21.7,14.85
1.59,0.0753,0.2,31.79,19.44,13.45
1.63,0.0731,0.27,30.39,10.16,7.17
1.86,0.0648,0.51,29.6,18.1,12.76
1.65,0.0656,0.28,29.06,15.73,11.06
1.82,0.0702,0.37,33.65,24.3,17.02
1.48,0.0787,0.31,42.14,21.14,14.35
1.37,0.086,0.3,41.32,18.1,12.11
1.64,0.0853,0.29,41.29,18.78,12.93
2.07,0.0785,0.25,38.68,21.65,15.12
1.77,0.071,0.29,37.31,25.33,17.58
1.97,0.0687,0.5,36.29,31.99,22.04
