no2,co,so2,o3,pm10,pm25
1.76,0.0688,0.37,37.8,18.74,12.54
1.54,0.0707,0.32,38.77,20.68,13.42
1.93,0.0727,0.32,37.69,22.12,14.54
2.15,0.0728,0.34,36.97,23.88,15.83
1.95,0.0748,0.32,36.75,19.12,12.83
1.3,0.0737,0.32,37.78,21.57,14.31
1.76,0.0704,0.35,36.69,19.16,13.05
1.76,0.0704,0.35,36.45,22.15,14.63
1.82,0.0685,0.35,36.42,29.02,18.77
1.96,0.0698,0.32,36.38,22.9,14.87
2.19,0.0711,0.33,37.14,30.86,20.21
1.82,0.0741,0.38,38.56,23.0,15.33
1.96,0.0808,0.28,42.19,25.38,16.84
2.33,0.0714,0.32,42.64,35.55,24.31
1.6,0.0658,0.54,41.59,23.69,15.99
1.92,0.0685,0.31,37.86,22.06,15.05
2.16,0.0717,0.29,36.05,21.81,15.18
1.86,0.0725,0.43,34.87,27.06,18.62
1.91,0.0706,0.38,34.32,26.07,17.63
1.99,0.0754,0.43,33.51,27.43,18.67
1.99,0.0854,0.62,35.71,20.27,13.95
1.83,0.0777,0.32,35.3,22.62,15.7
1.88,0.071,0.2,34.67,17.41,12.17
1.41,0.068,0.32,32.3,17.27,11.7
1.73,0.0707,0.43,32.27,28.53,18.69
1.18,0.0724,0.35,34.58,18.19,11.76
1.22,0.0771,0.32,42.05,23.56,14.7
1.33,0.0774,0.3,41.22,21.32,13.4
1.45,0.0745,0.33,43.18,21.25,13.63
1.41,0.0782,0.35,44.0,21.46,13.49
1.24,0.0898,0.32,45.99,15.89,10.28
1.72,0.0842,0.32,43.28,18.56,12.49
1.57,0.0786,0.29,42.13,16.32,10.9
1.35,0.0764,0.29,42.22,19.87,12.68
1.53,0.0823,0.34,40.54,19.63,12.95
1.71,0.0791,0.31,40.9,25.05,16.45
1.6,0.081,0.37,39.94,23.73,15.66
1.59,0.0797,0.3,39.26,21.05,13.96
1.41,0.0804,0.26,41.41,26.14,16.75
1.19,0.0806,0.28,41.36,19.56,12.24
1.61,0.0752,0.3,39.78,23.65,15.35
1.38,0.0857,0.33,41.58,22.94,15.01
1.66,0.0845,0.27,40.91,26.9,17.94
1.33,0.0768,0.27,40.64,21.43,13.97
1.62,0.0874,0.26,39.14,20.7,14.09
2.03,0.0901,0.22,36.6,18.55,12.97
1.25,0.084,0.23,35.39,16.49,11.5
1.25,0.0739,0.19,32.07,21.85,15.15
1.47,0.0685,0.29,31.32,21.43,14.45
1.75,0.077,0.44,33.67,23.39,15.71
1.26,0.0773,0.26,39.01,12.93,8.76
0.91,0.0792,0.2,41.97,21.97,13.95
1.1,0.0831,0.23,41.24,22.51,14.46
1.32,0.0794,0.3,41.69,19.24,12.62
1.42,0.0822,0.29,40.77,25.73,17.02
1.33,0.0779,0.3,39.49,16.73,11.03
1.41,0.0762,0.28,39.94,27.08,17.79
1.42,0.0788,0.31,39.11,14.09,9.53
1.22,0.0788,0.31,39.2,21.01,13.5
1.22,0.0779,0.3,39.33,14.3,9.49
1.46,0.0809,0.3,38.82,16.41,10.88
2.01,0.082,0.31,40.09,23.12,15.28
1.79,0.079,0.32,39.22,21.61,14.41
2.16,0.0794,0.27,38.88,19.36,13.45
2.35,0.0762,0.3,37.9,17.48,12.29
1.94,0.0742,0.34,37.35,20.24,13.68
1.21,0.0742,0.27,39.23,18.77,12.13
1.22,0.072,0.32,38.14,18.22,11.91
1.89,0.0748,0.36,36.82,22.26,14.79
2.06,0.0745,0.37,37.24,17.16,11.83
1.6,0.0725,0.43,36.51,12.88,8.93
1.39,0.089,0.36,38.48,17.44,11.68
1.23,0.0885,0.31,40.1,14.89,9.85
1.47,0.0896,0.36,40.06,13.41,9.18
1.11,0.0867,0.29,38.68,18.17,11.58
0.97,0.0811,0.34,39.21,12.38,8.07
1.08,0.0777,0.35,39.64,18.38,11.77
1.85,0.0843,0.36,39.83,20.8,14.14
1.61,0.0906,0.29,38.68,21.02,14.45
1.21,0.0806,0.35,38.76,15.84,10.73
1.73,0.0801,0.37,38.76,21.23,14.59
1.83,0.0754,0.41,38.01,24.53,17.02
1.57,0.0725,0.47,39.47,24.19,17.08
1.83,0.0774,0.33,40.43,16.88,11.7
1.66,0.0733,0.29,39.12,23.45,15.46
0.95,0.0731,0.28,38.34,12.54,8.23
1.13,0.0727,0.26,38.17,13.56,9.19
1.12,0.0686,0.39,35.5,10.91,7.49
1.23,0.0718,0.28,35.24,16.05,10.53
0.95,0.0716,0.34,34.45,12.47,8.05
0.83,0.0739,0.29,35.14,15.3,9.61
1.06,0.0695,0.36,34.6,10.93,7.35
1.11,0.0673,0.38,34.31,21.03,13.93
1.02,0.0702,0.44,34.13,20.05,13.5
1.38,0.069,0.44,34.05,24.09,16.45
1.46,0.0711,0.33,33.84,22.65,15.48
1.46,0.0694,0.31,32.87,15.63,10.82
1.19,0.0753,0.3,34.68,18.84,12.44
0.92,0.0734,0.31,34.54,10.47,7.01
1.05,0.0714,0.27,34.88,12.42,8.24
1.07,0.0752,0.28,36.2,18.07,11.6
1.23,0.08,0.26,36.2,17.53,11.32
1.25,0.0742,0.24,34.06,15.69,10.34
1.33,0.0752,0.27,33.79,16.93,11.02
1.79,0.0777,0.32,33.48,13.14,9.19
2.25,0.077,0.36,31.5,17.0,12.05
1.77,0.0795,0.34,32.06,18.77,13.17
1.53,0.0958,0.28,35.89,19.92,13.89
1.41,0.0863,0.38,39.71,26.09,18.32
2.47,0.0899,0.43,39.43,32.04,22.81
1.71,0.0793,0.33,34.47,16.89,11.63
1.02,0.0703,0.35,35.27,18.43,11.8
1.45,0.0706,0.36,35.26,23.46,15.64
1.36,0.0708,0.42,33.28,16.98,11.66
1.61,0.0721,0.41,33.82,15.46,10.76
1.43,0.075,0.3,34.78,15.48,10.65
1.12,0.07,0.33,32.72,19.48,12.88
1.16,0.0736,0.31,32.97,17.55,11.8
1.26,0.0717,0.33,32.54,18.27,12.47
1.29,0.0737,0.29,34.43,19.18,13.05
1.55,0.0743,0.33,34.16,18.32,12.7
1.38,0.0795,0.37,35.83,18.78,12.74
1.59,0.0702,0.34,36.98,18.41,12.52
1.43,0.0665,0.32,31.1,19.27,12.93
1.21,0.0645,0.36,30.11,13.54,9.24
1.34,0.0632,0.25,28.35,20.67,13.93
1.59,0.0627,0.25,28.0,22.35,15.28
1.81,0.0698,0.32,29.08,16.51,11.45
1.98,0.0726,0.34,30.16,23.07,16.0
1.93,0.0718,0.29,29.29,21.42,15.03
1.87,0.0689,0.37,30.95,18.19,12.79
1.74,0.0683,0.46,31.77,18.1,12.66
1.5,0.0677,0.37,31.31,22.64,15.69
1.49,0.0639,0.31,30.7,16.31,11.41
1.41,0.0712,0.35,32.2,15.71,11.06
0.93,0.0723,0.3,31.85,17.24,11.55
0.75,0.0694,0.33,32.75,15.09,9.94
0.97,0.0671,0.32,34.08,15.0,9.91
1.02,0.069,0.29,33.21,14.49,9.6
0.86,0.0698,0.3,32.81,17.79,11.55
0.88,0.0708,0.31,34.55,17.75,11.65
1.06,0.0688,0.32,35.64,17.9,11.95
1.0,0.0695,0.29,35.75,20.17,13.27
0.95,0.074,0.4,31.44,18.8,12.73
0.85,0.0715,0.29,29.15,15.07,10.3
0.74,0.0703,0.34,30.16,14.46,9.95
0.84,0.068,0.24,30.49,20.64,14.29
1.08,0.0661,0.26,30.42,14.81,10.36
1.31,0.0704,0.35,30.21,19.57,13.8
1.22,0.0717,0.36,30.07,22.36,15.81
1.41,0.0731,0.23,30.24,20.88,14.85
1.43,0.073,0.29,29.91,22.59,16.03
1.12,0.0738,0.28,30.71,23.17,16.36
1.06,0.075,0.27,29.92,29.03,20.51
1.29,0.0825,0.4,29.18,19.77,13.95
1.13,0.0844,0.61,29.0,23.46,16.51
1.0,0.0774,0.74,28.52,31.32,22.07
1.16,0.0759,0.4,27.78,19.69,13.86
1.01,0.0675,0.21,27.33,11.27,7.96
1.35,0.0639,0.29,27.26,24.15,17.0
1.34,0.0658,0.32,27.21,22.15,15.6
1.04,0.0646,0.25,27.75,25.2,17.77
1.26,0.0742,0.29,28.74,31.11,21.96
1.44,0.0692,0.28,28.14,26.02,18.36
1.3,0.0692,0.22,28.04,15.17,10.71
1.01,0.0743,0.29,28.03,14.94,10.55
1.33,0.0784,0.38,28.14,22.18,15.65
1.38,0.0744,0.33,27.94,23.07,16.29
1.24,0.0684,0.28,27.55,24.49,17.33
1.54,0.066,0.23,27.65,33.07,23.46
1.58,0.0609,0.22,26.9,27.42,19.5
1.54,0.0592,0.35,27.88,24.95,17.72
1.61,0.061,0.32,28.71,22.2,15.58
1.88,0.0623,0.34,29.98,19.09,13.43
1.53,0.0599,0.25,29.69,23.46,16.17
1.42,0.0584,0.24,29.54,22.57,15.41
1.47,0.0583,0.29,28.59,23.01,15.37
1.18,0.0553,0.24,27.64,24.57,16.23
1.47,0.0573,0.35,27.61,23.76,15.98
1.5,0.0612,0.41,27.62,18.4,12.45
1.16,0.0614,0.46,28.03,22.21,14.93
1.22,0.058,0.21,29.49,10.93,7.49
1.47,0.0591,0.27,29.99,19.51,13.17
1.33,0.0607,0.27,28.75,20.26,13.68
1.4,0.0577,0.2,28.37,21.12,14.54
1.46,0.0563,0.23,28.33,26.41,18.33
1.62,0.0564,0.25,28.7,22.07,15.4
1.41,0.0551,0.26,28.29,25.66,17.9
1.3,0.0525,0.18,28.86,17.07,11.92
1.47,0.0537,0.21,28.83,29.3,20.3
1.62,0.0586,0.24,28.45,12.53,8.83
1.3,0.0576,0.18,28.19,16.05,11.24
1.1,0.0604,0.22,27.8,10.82,7.59
1.37,0.0561,0.23,27.83,18.05,12.56
1.14,0.0586,0.32,28.29,17.07,11.9
1.42,0.0573,0.2,29.32,23.1,16.13
1.23,0.058,0.18,29.44,20.88,14.59
1.46,0.0606,0.2,29.21,22.44,15.71
1.8,0.0617,0.21,29.81,24.22,17.0
1.93,0.0662,0.25,29.97,36.26,25.49
1.72,0.0668,0.2,29.47,21.02,14.89
1.72,0.0699,0.23,29.22,24.81,17.53
1.91,0.0643,0.22,29.1,21.48,15.2
1.64,0.066,0.23,28.94,32.73,22.99
1.52,0.0617,0.22,29.02,21.91,15.32
1.37,0.0583,0.2,29.03,22.57,15.61
1.27,0.056,0.26,28.76,22.6,15.54
1.17,0.0603,0.24,28.69,26.26,18.15
1.42,0.059,0.36,29.18,16.06,11.21
1.27,0.058,0.27,29.23,12.85,8.92
1.67,0.0576,0.18,29.91,25.04,17.22
1.89,0.0582,0.18,29.98,22.18,15.56
1.5,0.0541,0.27,30.59,16.88,11.6
1.54,0.0562,0.24,31.22,23.15,15.73
1.46,0.0549,0.2,29.99,26.2,17.92
1.27,0.0579,0.2,29.53,19.6,13.58
1.38,0.057,0.22,29.23,15.04,10.54
1.69,0.0565,0.28,29.36,21.64,15.2
1.31,0.0604,0.17,28.97,21.04,14.65
1.26,0.0619,0.18,28.82,14.39,9.95
1.33,0.0629,0.17,28.87,21.78,14.9
1.23,0.0613,0.21,29.86,26.22,17.5
1.37,0.0601,0.32,29.99,29.18,19.57
1.49,0.0577,0.18,30.24,17.88,12.18
2.0,0.0548,0.19,29.52,23.11,15.94
1.89,0.0569,0.25,29.24,30.06,20.83
1.47,0.0605,0.47,29.99,29.73,20.63
1.13,0.0601,0.26,30.73,23.11,15.99
1.5,0.0601,0.24,30.83,16.71,11.71
1.15,0.0538,0.18,29.97,18.72,12.93
1.63,0.0596,0.2,29.33,14.02,9.8
1.81,0.0612,0.24,28.4,17.38,12.19
1.51,0.0605,0.23,28.16,28.15,19.72
1.27,0.0578,0.19,28.66,21.87,15.15
1.87,0.0611,0.21,29.18,25.01,17.32
1.49,0.0632,0.19,29.31,19.78,13.74
1.66,0.0631,0.18,29.23,21.16,14.81
1.82,0.0612,0.22,28.96,23.63,16.49
1.65,0.0649,0.21,29.06,22.31,15.77
1.57,0.0686,0.24,29.53,22.05,15.47
1.57,0.0648,0.19,29.81,29.46,20.29
1.26,0.065,0.16,30.17,26.65,18.37
1.32,0.0665,0.16,30.22,28.72,20.11
1.52,0.0612,0.17,29.82,30.18,20.75
1.54,0.0571,0.15,30.17,24.71,16.71
1.58,0.0571,0.23,30.68,21.21,14.36
1.78,0.0592,0.25,30.51,11.83,8.26
1.89,0.0617,0.42,30.16,12.82,9.02
1.84,0.0642,0.4,29.14,15.27,10.82
1.74,0.0652,0.28,29.14,18.68,13.29
1.68,0.0613,0.22,30.83,21.86,15.72
1.67,0.061,0.33,32.67,34.38,24.66
1.64,0.0608,0.26,32.69,25.57,18.32
1.56,0.0632,0.34,31.94,23.01,16.47
1.41,0.0648,0.25,30.83,24.81,17.63
1.9,0.0685,0.23,29.27,22.11,15.69
1.55,0.0652,0.2,28.73,21.28,15.02
1.59,0.0616,0.19,28.73,29.29,20.14
1.66,0.0629,0.22,29.97,22.8,15.76
1.81,0.0666,0.37,31.58,28.74,20.39
2.0,0.0673,0.25,31.99,32.32,23.56
2.02,0.0686,0.24,31.54,31.87,23.33
1.87,0.0683,0.17,30.1,30.7,22.28
1.37,0.0677,0.15,28.94,27.97,19.83
1.35,0.0656,0.19,28.64,23.6,16.66
1.59,0.0648,0.27,28.9,33.41,23.29
1.84,0.0742,0.31,28.88,27.95,19.63
1.55,0.0757,0.44,28.7,20.65,14.58
1.28,0.073,0.18,28.23,19.22,13.54
1.68,0.07,0.17,28.78,20.66,14.72
1.82,0.0708,0.18,29.09,39.61,28.49
2.09,0.0722,0.23,29.16,39.15,28.34
2.18,0.073,0.31,29.75,28.72,20.72
1.94,0.0772,0.27,30.01,29.36,21.02
1.89,0.0779,0.23,29.52,19.53,13.92
2.09,0.0796,0.34,29.71,24.38,17.3
2.15,0.0798,0.35,30.15,30.75,21.85
2.5,0.0828,0.37,29.6,40.91,28.98
1.64,0.0754,0.15,29.49,27.47,19.39
1.36,0.0797,0.2,31.02,34.62,25.38
1.38,0.0863,0.16,30.82,44.14,32.96
1.66,0.0909,0.18,29.72,52.59,38.14
2.0,0.0905,0.2,30.16,42.89,30.56
1.79,0.0864,0.23,30.55,38.99,27.58
1.43,0.0773,0.22,30.86,30.64,21.59
1.56,0.0739,0.35,30.58,27.44,19.32
2.19,0.0765,0.28,29.57,40.21,28.44
2.29,0.0834,0.24,29.68,33.9,24.03
2.26,0.085,0.24,29.58,37.12,26.34
2.06,0.0867,0.29,29.63,33.65,23.87
1.76,0.0848,0.3,30.55,34.74,24.65
2.1,0.0799,0.39,29.33,26.35,18.72
1.93,0.09,0.5,28.51,26.58,18.84
1.5,0.0765,0.23,28.42,24.55,17.36
1.6,0.0738,0.24,29.04,23.31,16.51
1.49,0.0727,0.31,31.0,25.64,18.15
1.68,0.0641,0.32,31.56,28.17,19.89
1.84,0.0566,0.3,32.51,26.98,18.94
1.84,0.0578,0.23,30.74,22.86,16.04
1.33,0.056,0.19,30.09,17.24,12.11
1.33,0.0605,0.23,29.62,16.57,11.67
1.11,0.0648,0.26,29.16,13.96,9.85
1.32,0.0645,0.27,28.27,21.58,15.21
1.53,0.067,0.47,27.62,24.1,16.98
1.78,0.0648,0.49,27.39,20.99,14.76
1.47,0.0627,0.25,26.91,24.7,17.39
1.77,0.0676,0.22,27.1,16.49,11.66
2.02,0.0689,0.22,26.86,30.11,21.22
1.68,0.0664,0.3,27.34,24.32,17.15
1.57,0.0658,0.32,27.07,20.82,14.66
1.37,0.0679,0.37,27.09,15.63,11.02
1.42,0.0623,0.27,27.43,17.79,12.56
1.33,0.0662,0.33,30.04,20.81,14.68
1.55,0.0763,0.39,30.87,19.95,14.06
1.62,0.0643,0.18,30.9,18.5,13.05
1.75,0.0597,0.28,28.74,23.84,16.85
1.68,0.0587,0.22,27.23,21.66,15.26
1.4,0.0587,0.24,27.33,17.02,11.97
1.58,0.0584,0.27,27.65,20.08,14.11
1.99,0.0591,0.22,27.27,26.06,18.31
1.72,0.0587,0.22,26.36,20.13,14.18
1.92,0.0589,0.3,26.69,25.87,18.2
1.81,0.064,0.44,28.03,26.17,18.34
1.51,0.065,0.4,29.26,24.61,16.94
1.89,0.0623,0.31,29.15,19.28,13.38
1.47,0.0617,0.31,28.94,20.57,14.42
1.62,0.0617,0.38,28.38,27.6,19.7
1.3,0.0634,0.53,28.56,26.91,18.91
1.69,0.0663,0.48,28.75,25.7,17.9
1.79,0.065,0.24,28.87,22.5,15.79
2.1,0.0641,0.2,28.24,19.06,13.44
2.15,0.0705,0.23,29.07,18.1,12.8
2.02,0.0787,0.27,30.07,21.39,15.11
2.14,0.0789,0.26,30.5,27.58,19.46
2.02,0.0781,0.21,30.28,28.37,20.08
2.17,0.0789,0.2,29.74,22.36,15.84
1.88,0.0854,0.36,30.61,22.2,15.68
2.22,0.0912,0.53,30.08,25.47,18.01
1.98,0.0912,0.33,30.15,22.16,15.66
1.68,0.0973,0.48,31.73,24.01,16.85
2.08,0.0985,0.61,36.12,28.4,19.85
1.94,0.0937,0.51,36.3,23.67,16.57
2.06,0.0856,0.28,36.12,19.2,13.55
2.21,0.0874,0.21,35.24,26.7,18.83
2.15,0.0918,0.26,32.49,34.62,24.48
1.66,0.0901,0.25,30.37,33.45,23.65
1.37,0.0835,0.31,29.3,22.8,16.09
1.49,0.0857,0.51,29.92,22.08,15.55
1.42,0.0801,0.28,30.07,14.95,10.53
1.48,0.0722,0.29,29.17,15.57,11.0
1.86,0.064,0.44,28.43,24.72,17.22
1.68,0.0662,0.43,27.71,18.54,12.68
1.41,0.0689,0.48,30.14,19.49,13.2
2.44,0.0713,0.68,32.96,22.44,15.39
2.16,0.0725,0.44,33.27,20.77,14.2
1.88,0.0729,0.44,33.88,19.16,13.22
1.98,0.0756,0.4,35.85,16.94,11.65
2.1,0.0775,0.41,35.19,28.79,19.16
1.89,0.0812,0.31,38.33,32.47,21.0
2.23,0.0926,0.28,40.31,31.09,20.84
2.1,0.0882,0.46,38.23,30.12,20.58
2.38,0.0765,0.24,41.33,37.39,25.86
2.51,0.0794,0.38,38.53,31.08,21.72
2.13,0.0789,0.47,35.66,26.41,18.47
1.65,0.0722,0.43,33.82,24.23,16.75
2.19,0.0791,0.59,32.48,31.35,21.58
2.11,0.0707,0.5,31.78,27.15,18.68
2.08,0.0721,0.45,32.34,27.87,19.16
1.29,0.0724,0.47,32.15,16.52,11.15
1.91,0.0708,0.43,32.83,23.28,15.85
2.01,0.0712,0.35,36.2,22.88,15.65
1.54,0.068,0.38,34.32,18.02,12.13
1.38,0.0632,0.35,32.55,17.53,11.56
0.94,0.062,0.32,34.98,15.09,9.39
1.05,0.0689,0.39,37.23,16.84,10.43
1.34,0.0653,0.42,37.1,16.92,11.06
1.9,0.0667,0.43,38.04,22.42,14.54
1.92,0.0681,0.32,39.8,19.78,13.03
1.55,0.0678,0.41,41.52,17.06,11.26
1.67,0.0701,0.36,39.74,21.34,13.94
1.53,0.0692,0.36,39.51,18.9,12.52
2.12,0.0668,0.32,38.45,21.03,14.43
2.39,0.0734,0.28,36.13,32.48,22.55
1.97,0.0677,0.24,30.68,20.85,14.52
2.2,0.0635,0.24,29.38,22.46,15.59
2.23,0.0631,0.26,30.28,20.8,14.46
1.63,0.0675,0.34,32.65,18.49,12.63
1.47,0.0714,0.34,37.09,18.96,12.57
1.64,0.0742,0.34,40.3,22.26,14.52
1.42,0.0709,0.3,37.57,19.61,12.55
1.32,0.0785,0.29,40.94,18.9,12.05
1.26,0.0718,0.29,42.2,22.16,13.85
1.43,0.0746,0.33,42.3,28.41,18.29
1.59,0.0742,0.29,40.73,16.31,10.92
1.63,0.0746,0.29,39.43,14.47,9.78
1.55,0.0751,0.31,38.0,14.9,9.97
1.43,0.0712,0.3,38.61,21.05,13.63
1.33,0.0697,0.32,39.27,17.62,11.35
1.32,0.0728,0.32,40.34,18.52,12.07
1.82,0.0754,0.31,41.23,19.4,13.1
2.28,0.0783,0.35,43.15,19.51,13.52
1.65,0.0754,0.31,41.95,24.54,16.74
1.96,0.0814,0.37,40.49,20.08,13.83
2.11,0.0783,0.41,42.48,28.15,19.41
2.08,0.0734,0.52,43.11,18.68,13.05
1.69,0.07,0.34,42.03,20.52,14.18
1.56,0.0703,0.41,39.46,17.48,12.12
1.92,0.0814,0.5,41.21,21.62,15.22
2.4,0.078,0.34,42.19,21.79,15.18
1.89,0.0751,0.3,40.48,23.49,16.22
1.42,0.0816,0.29,44.55,21.82,14.54
1.97,0.0902,0.28,47.11,23.3,15.64
1.06,0.0805,0.3,46.11,20.27,13.03
1.44,0.0718,0.26,43.19,15.12,10.0
1.75,0.0648,0.21,36.26,15.22,10.32
1.85,0.0633,0.21,36.87,16.47,11.15
1.86,0.0666,0.23,37.09,15.9,11.09
1.89,0.0683,0.45,36.16,21.41,14.83
1.78,0.0696,0.37,35.57,19.09,13.19
1.8,0.0706,0.35,35.34,22.44,15.55
2.17,0.0743,0.35,36.15,23.78,16.61
1.56,0.1116,0.28,41.5,30.13,20.26
0.81,0.1128,0.26,46.35,22.95,14.44
1.03,0.0962,0.29,46.06,21.58,13.91
1.58,0.0889,0.34,44.77,24.44,16.44
1.92,0.0836,0.35,42.2,23.68,16.37
1.36,0.0776,0.37,41.31,14.97,10.08
1.24,0.0662,0.34,35.47,16.74,10.89
1.14,0.0651,0.34,33.47,17.12,11.1
1.64,0.0665,0.37,35.67,18.5,12.31
1.37,0.0752,0.28,37.27,20.98,13.34
0.77,0.0918,0.27,44.37,21.87,13.8
0.9,0.0887,0.31,43.73,18.14,11.65
1.02,0.0868,0.33,41.0,21.99,13.55
0.94,0.0805,0.31,40.45,19.88,12.21
1.14,0.0823,0.33,40.93,18.01,11.53
1.79,0.0876,0.32,41.66,15.08,10.19
1.32,0.0829,0.28,40.84,15.82,10.36
0.81,0.0793,0.27,40.87,18.34,11.84
1.01,0.0802,0.27,40.32,13.58,8.86
1.09,0.0772,0.28,40.16,15.27,9.79
1.03,0.0767,0.3,41.68,15.18,9.64
1.07,0.0767,0.29,43.45,16.96,10.79
0.95,0.0729,0.3,40.45,9.91,6.6
0.89,0.0664,0.28,37.1,15.79,9.69
0.78,0.0686,0.28,37.54,17.17,10.29
0.81,0.0683,0.33,38.78,13.7,8.53
1.23,0.0704,0.25,38.79,17.24,11.01
1.01,0.07,0.34,38.12,14.71,9.25
1.02,0.071,0.28,40.46,21.56,13.53
1.17,0.0709,0.29,43.37,14.91,9.87
0.89,0.0672,0.3,37.79,16.21,10.3
0.98,0.0674,0.33,37.57,10.77,7.07
1.16,0.0756,0.3,40.12,18.09,11.77
1.49,0.0747,0.34,39.25,24.92,16.29
1.17,0.0656,0.2,35.75,13.96,9.1
1.1,0.0632,0.19,32.94,24.61,16.31
1.32,0.0631,0.22,31.35,20.76,14.04
2.11,0.0672,0.37,32.46,22.25,15.72
2.85,0.0682,0.44,34.16,30.64,21.9
2.43,0.0699,0.41,35.56,24.52,17.39
1.48,0.0677,0.29,35.4,13.85,9.55
1.69,0.0702,0.35,35.43,13.83,9.52
1.82,0.071,0.32,34.04,18.57,12.73
1.74,0.0714,0.38,32.04,19.81,13.74
1.49,0.0692,0.29,30.7,17.39,11.9
1.23,0.0666,0.28,30.95,15.36,10.54
0.83,0.0658,0.29,31.28,11.46,7.54
0.96,0.0665,0.36,31.23,6.51,4.53
1.15,0.0691,0.38,32.75,12.33,8.46
1.18,0.0712,0.3,31.87,18.4,12.15
0.95,0.0702,0.3,31.97,13.44,8.56
0.87,0.0739,0.39,32.02,15.1,9.92
1.0,0.0739,0.29,35.25,12.58,8.47
0.92,0.0727,0.32,36.82,11.75,7.92
0.84,0.0737,0.31,36.88,14.86,9.67
0.91,0.082,0.32,37.07,17.33,11.11
0.79,0.0799,0.32,37.06,13.97,8.91
1.41,0.0795,0.34,37.39,21.92,15.23
1.82,0.0701,0.3,36.03,28.99,20.31
0.97,0.0686,0.32,36.62,10.92,7.37
1.37,0.0734,0.33,36.54,17.61,12.29
1.94,0.077,0.31,34.42,32.61,22.41
1.33,0.0762,0.29,35.01,15.64,10.55
0.88,0.0762,0.34,34.07,11.63,7.73
0.91,0.079,0.3,36.31,12.32,8.24
0.78,0.0789,0.34,35.17,9.95,6.74
0.76,0.0816,0.3,34.23,13.64,9.4
1.18,0.0881,0.39,36.62,20.97,14.81
1.34,0.0817,0.26,35.95,22.35,15.96
0.95,0.0777,0.34,32.53,13.18,9.11
1.29,0.0765,0.3,37.16,14.78,10.42
1.61,0.076,0.33,37.64,26.71,18.89
1.21,0.0787,0.51,35.69,17.56,12.35
0.95,0.0779,0.38,33.92,16.87,11.9
0.91,0.0775,0.35,33.33,21.41,14.86
0.76,0.0753,0.47,33.37,11.79,8.11
0.87,0.0732,0.39,32.37,11.09,7.42
0.98,0.0752,0.34,34.2,14.77,9.76
0.75,0.082,0.37,37.71,15.14,9.8
1.06,0.0728,0.36,36.86,18.11,12.02
1.22,0.076,0.33,34.1,15.07,10.19
1.36,0.0798,0.38,35.41,13.12,9.06
1.18,0.0804,0.37,34.92,20.32,13.83
0.83,0.0771,0.34,33.69,17.6,11.6
0.88,0.0725,0.31,31.82,17.38,11.41
0.92,0.0743,0.28,33.92,13.83,9.24
0.85,0.0713,0.32,34.0,17.68,11.44
1.07,0.0703,0.38,35.74,22.66,14.98
1.11,0.0718,0.32,33.29,17.9,11.94
0.93,0.0705,0.3,34.19,17.82,11.71
1.52,0.0706,0.36,36.54,20.13,13.63
1.49,0.0759,0.33,38.01,24.58,17.07
1.17,0.0756,0.29,37.8,24.58,17.12
1.13,0.0723,0.21,39.58,9.93,6.99
1.6,0.067,0.21,38.2,15.56,10.93
1.23,0.065,0.28,35.75,21.84,15.28
1.16,0.0704,0.52,34.74,18.96,13.24
1.63,0.0713,0.39,33.35,21.99,15.34
1.41,0.0666,0.33,34.35,21.82,14.91
1.05,0.0659,0.4,32.17,17.86,12.03
0.96,0.0703,0.41,30.63,12.65,8.68
1.16,0.0698,0.23,30.14,11.56,8.11
1.52,0.0717,0.24,28.89,14.0,9.87
1.59,0.0602,0.26,27.48,31.26,21.93
1.3,0.0576,0.26,27.1,25.43,17.7
0.96,0.0608,0.24,27.74,18.52,12.53
1.19,0.0644,0.29,31.16,17.12,11.66
1.18,0.0634,0.3,35.79,17.18,11.71
1.17,0.0582,0.26,34.69,17.83,12.29
1.46,0.0581,0.25,34.67,21.93,15.16
1.35,0.0602,0.31,34.46,13.11,8.99
1.17,0.0591,0.24,33.58,19.89,13.24
1.4,0.058,0.27,33.65,22.57,15.13
1.37,0.0603,0.45,33.12,16.42,11.27
1.64,0.0652,0.5,33.01,20.07,13.83
1.83,0.0677,0.52,31.8,22.63,15.56
1.52,0.0636,0.36,30.16,19.23,13.25
1.37,0.0598,0.3,29.17,20.12,13.55
1.32,0.0595,0.28,29.2,15.11,10.3
1.25,0.0583,0.3,30.01,12.73,8.79
1.62,0.0588,0.33,29.35,21.28,14.64
1.25,0.0605,0.34,28.35,15.33,10.51
1.22,0.0607,0.24,28.06,16.38,11.17
1.43,0.0636,0.36,29.43,12.05,8.43
0.99,0.0603,0.26,30.52,25.6,17.82
1.32,0.0598,0.28,30.83,21.09,14.64
1.51,0.0605,0.26,30.42,21.57,14.79
1.14,0.0601,0.31,29.8,21.36,14.68
1.16,0.0601,0.39,28.92,16.73,11.51
1.47,0.0607,0.18,28.66,27.39,19.02
1.35,0.0611,0.16,27.92,27.41,19.14
1.49,0.0605,0.19,27.97,15.92,11.19
1.37,0.065,0.28,28.12,27.26,19.02
1.35,0.063,0.32,28.83,16.45,11.48
1.27,0.0559,0.26,30.41,15.67,10.71
1.26,0.0571,0.44,30.71,16.87,11.42
1.4,0.0592,0.4,30.3,14.9,10.16
1.23,0.0582,0.33,30.06,14.71,10.09
1.4,0.053,0.17,28.69,19.03,13.2
1.62,0.0523,0.28,27.39,18.38,12.7
